step	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	dominant_world_pressure	high_risk_countries	world_context_for_agents
16	70.9	62.2	73.8	65.9	80.5	67.7	76.1	25.2	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ16: 財政圧力が80.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は25.2。
17	72.5	64.0	77.3	68.2	82.8	69.9	80.6	23.1	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ17: 財政圧力が82.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.1。
18	73.1	63.9	77.3	69.3	83.7	70.7	82.5	22.2	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。
19	66.3	59.5	72.2	66.5	80.1	66.5	77.2	26.0	財政圧力	ウクライナ(限定戦争)	ステップ19: 財政圧力が80.1。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は26.0。
20	65.9	59.3	74.6	68.0	80.5	67.4	81.0	24.5	SNS不安増幅	ウクライナ(限定戦争)、イスラエル(間接衝突)	ステップ20: SNS不安増幅が81.0。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は24.5。
21	64.6	48.0	71.4	67.3	78.4	64.9	78.1	27.3	財政圧力	ウクライナ(限定戦争)、イスラエル(間接衝突)	ステップ21: 財政圧力が78.4。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は27.3。
22	65.8	49.8	71.2	68.5	79.2	65.7	79.3	25.9	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ22: SNS不安増幅が79.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は25.9。
23	68.0	52.1	74.3	73.0	80.6	68.3	82.4	23.9	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ23: SNS不安増幅が82.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.9。
24	70.2	55.4	76.3	74.6	81.8	70.0	84.1	22.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。
25	70.8	56.2	78.0	75.1	82.3	71.0	85.8	21.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ25: SNS不安増幅が85.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.4。
26	72.5	58.4	81.1	76.1	83.7	72.7	87.6	19.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ26: SNS不安増幅が87.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.9。
27	72.5	59.1	82.2	77.4	83.7	73.6	88.4	19.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ27: SNS不安増幅が88.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.4。
28	73.6	59.7	83.7	78.1	84.8	74.8	89.4	18.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ28: SNS不安増幅が89.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.4。
29	73.4	62.8	81.4	77.7	83.8	74.7	89.3	18.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が89.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.4。
30	74.3	64.2	82.3	78.6	85.7	75.5	91.0	16.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が91.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。
31	74.5	63.3	85.4	79.2	85.9	76.3	92.1	16.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ31: SNS不安増幅が92.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。
32	73.7	63.3	86.6	79.7	85.7	76.1	92.9	15.5	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ32: SNS不安増幅が92.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.5。
33	73.7	62.7	86.0	78.7	85.2	76.1	93.1	15.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ33: SNS不安増幅が93.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.1。
34	71.5	63.4	81.3	76.9	83.6	74.1	90.2	17.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ34: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.6。
35	73.0	63.7	82.4	77.9	84.9	75.2	92.0	16.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ35: SNS不安増幅が92.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。
36	72.6	62.1	80.4	77.3	84.0	74.3	89.5	18.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ36: SNS不安増幅が89.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.2。
37	71.7	61.3	77.8	76.4	83.2	73.3	87.5	19.0	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ37: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.0。
38	73.4	62.7	78.5	76.9	85.3	74.3	88.7	17.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ38: SNS不安増幅が88.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.2。
39	73.7	62.8	82.9	78.2	86.7	75.4	90.0	16.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ39: SNS不安増幅が90.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。
40	73.6	62.2	83.3	78.2	86.7	75.3	90.2	16.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ40: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。
41	72.1	59.8	79.0	76.3	84.4	72.9	84.6	21.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ41: SNS不安増幅が84.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.1。
42	72.2	59.3	83.5	77.5	86.5	74.2	86.6	19.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.2。
43	74.4	59.9	83.3	81.7	87.3	77.5	87.5	18.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ43: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は18.1。
44	74.0	60.7	80.8	81.0	86.8	76.7	87.8	17.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ44: SNS不安増幅が87.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.8。
45	75.5	61.8	82.6	82.0	87.4	77.9	90.3	16.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ45: SNS不安増幅が90.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.6。
46	79.9	65.4	84.0	85.3	87.7	83.1	91.2	15.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ46: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.4。
47	78.7	64.3	83.6	84.6	87.4	81.3	90.9	15.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ47: SNS不安増幅が90.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。
48	77.8	63.8	82.2	83.4	86.5	80.0	90.2	16.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ48: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。
49	75.4	60.9	77.3	80.7	84.0	77.1	86.3	20.6	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ49: SNS不安増幅が86.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は20.6。
50	76.5	62.2	81.8	82.1	85.5	78.5	88.3	19.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ50: SNS不安増幅が88.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は19.2。
51	76.9	62.8	82.3	81.6	85.7	78.5	89.2	18.7	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ51: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.7。
52	77.1	63.1	85.7	81.9	85.6	78.9	89.9	17.7	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ52: SNS不安増幅が89.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.7。
53	77.0	63.4	87.1	82.4	87.3	79.6	91.8	16.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ53: SNS不安増幅が91.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.3。
54	77.0	70.7	82.3	81.9	88.0	79.1	90.6	15.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が90.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。
55	75.2	67.6	78.1	80.2	86.1	76.6	87.5	18.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ55: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は18.3。
56	77.0	68.3	80.2	82.0	88.4	78.5	88.9	16.5	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ56: SNS不安増幅が88.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は16.5。
57	75.1	65.5	77.2	80.6	86.3	76.4	86.7	19.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ57: SNS不安増幅が86.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は19.4。
58	76.4	65.9	78.0	81.4	86.6	77.6	87.5	18.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ58: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は18.7。
59	75.2	63.8	75.6	80.1	84.9	75.9	84.8	21.4	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ59: 財政圧力が84.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.4。
60	75.3	63.8	75.7	80.6	84.7	75.8	84.7	21.2	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ60: 財政圧力が84.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.2。
61	75.9	63.9	76.9	81.5	85.1	76.2	85.2	20.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ61: SNS不安増幅が85.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は20.4。
62	75.1	63.0	77.2	80.8	84.3	75.4	84.9	20.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ62: SNS不安増幅が84.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は20.8。
63	77.4	65.4	77.9	82.4	84.8	77.8	85.6	19.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ63: SNS不安増幅が85.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.9。
64	77.3	65.3	78.6	82.8	85.9	77.8	85.9	19.1	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ64: 財政圧力が85.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.1。
65	76.3	63.6	76.4	81.4	84.0	76.0	84.1	20.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ65: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.9。
66	77.0	63.3	76.2	81.3	83.3	76.2	84.2	20.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ66: SNS不安増幅が84.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.9。
67	76.7	63.0	76.0	81.3	84.0	76.3	84.3	20.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ67: SNS不安増幅が84.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.3。
68	77.5	64.4	75.6	82.2	84.3	76.6	84.6	20.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ68: SNS不安増幅が84.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.1。
69	77.8	64.4	75.5	79.3	84.2	76.5	84.6	20.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ69: SNS不安増幅が84.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.3。
70	76.9	63.9	74.0	78.6	83.2	75.8	83.5	20.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ70: SNS不安増幅が83.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.8。
71	76.3	62.8	73.2	78.1	83.3	75.7	83.0	21.0	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ71: 財政圧力が83.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.0。
