step	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	dominant_world_pressure	high_risk_countries	world_context_for_agents
37	72.7	61.9	79.9	75.5	81.8	71.8	88.6	18.1	SNS不安増幅	ウクライナ(限定戦争)、イスラエル(間接衝突)	ステップ37: SNS不安増幅が88.6。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は18.1。
38	74.5	63.6	81.5	76.9	84.1	73.2	89.7	16.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ38: SNS不安増幅が89.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。
39	74.7	64.2	84.7	77.4	85.0	74.7	90.9	15.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ39: SNS不安増幅が90.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.4。
40	73.3	61.9	82.3	76.0	83.5	72.9	89.8	17.0	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ40: SNS不安増幅が89.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.0。
41	72.0	60.5	78.0	74.4	81.1	70.8	84.4	22.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ41: SNS不安増幅が84.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.1。
42	73.0	61.7	82.2	75.8	83.6	73.4	86.9	20.0	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.0。
43	74.7	62.5	83.9	79.4	84.9	76.4	88.8	18.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ43: SNS不安増幅が88.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.2。
44	74.9	62.2	82.3	79.0	85.8	76.7	89.9	17.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ44: SNS不安増幅が89.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.3。
45	75.2	62.9	83.5	79.2	86.2	77.0	93.1	16.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ45: SNS不安増幅が93.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.3。
46	79.3	66.3	83.8	82.1	86.9	81.6	92.8	15.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ46: SNS不安増幅が92.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は15.4。
47	77.4	64.2	82.3	80.6	86.5	80.2	91.7	16.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ47: SNS不安増幅が91.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.0。
48	78.3	65.2	81.5	80.3	85.4	80.0	91.0	16.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ48: SNS不安増幅が91.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.6。
49	76.2	63.0	78.2	78.5	83.1	77.6	87.9	20.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ49: SNS不安増幅が87.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.1。
50	77.9	64.7	83.2	80.2	85.1	79.5	89.8	18.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ50: SNS不安増幅が89.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.4。
51	77.7	64.4	82.0	79.3	83.5	78.5	89.1	19.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ51: SNS不安増幅が89.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.2。
52	77.4	63.8	85.0	79.7	82.9	78.7	89.5	18.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ52: SNS不安増幅が89.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.7。
53	76.7	64.6	86.3	79.8	84.6	79.2	91.1	17.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ53: SNS不安増幅が91.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.3。
54	76.2	71.8	82.6	79.9	86.5	78.5	89.6	15.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が89.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.7。
55	75.3	68.2	78.2	78.1	84.3	75.8	87.1	18.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ55: SNS不安増幅が87.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.7。
56	75.7	68.1	79.6	79.0	86.6	76.8	88.0	17.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ56: SNS不安増幅が88.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.2。
57	74.6	65.9	76.5	77.1	84.7	74.9	85.4	21.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ57: SNS不安増幅が85.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.6。
58	75.2	65.1	76.9	76.5	84.7	74.7	86.6	21.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ58: SNS不安増幅が86.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.2。
59	73.9	63.0	74.4	75.1	83.1	72.8	83.8	23.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ59: SNS不安増幅が83.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.9。
60	74.4	62.4	74.0	75.3	83.0	72.7	83.2	23.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ60: SNS不安増幅が83.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.8。
61	74.9	62.4	75.5	75.4	82.6	73.3	83.3	23.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ61: SNS不安増幅が83.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.6。
62	75.1	62.6	76.1	75.8	83.2	73.2	83.6	23.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ62: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.1。
63	76.4	65.2	77.5	77.8	83.3	74.9	84.4	22.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ63: SNS不安増幅が84.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.1。
64	75.9	64.3	77.9	77.9	84.8	75.1	85.0	21.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ64: SNS不安増幅が85.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.2。
65	74.4	61.9	75.3	76.7	83.2	73.2	82.7	22.9	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ65: 財政圧力が83.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.9。
66	74.8	61.8	75.1	76.9	82.3	72.9	82.7	22.9	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ66: SNS不安増幅が82.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.9。
67	74.6	61.4	75.0	77.0	83.1	73.3	83.0	22.2	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ67: 財政圧力が83.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。
68	74.8	61.9	74.5	77.7	83.0	73.7	83.1	21.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ68: SNS不安増幅が83.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.8。
69	75.2	61.9	74.9	78.0	83.8	74.0	83.3	21.1	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ69: 財政圧力が83.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.1。
70	75.9	62.5	75.7	78.3	84.2	74.6	84.0	20.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ70: 財政圧力が84.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.4。
71	76.2	62.2	73.7	78.1	83.0	74.3	83.2	21.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ71: SNS不安増幅が83.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.2。
