step	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	dominant_world_pressure	high_risk_countries	world_context_for_agents
14	68.0	62.5	73.5	64.3	74.2	64.0	78.1	28.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ14: SNS不安増幅が78.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.3。
15	69.0	62.0	73.3	64.1	75.0	63.7	72.4	26.9	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ15: 財政圧力が75.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は26.9。
16	70.1	62.1	73.9	65.1	79.5	65.7	73.9	23.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ16: 財政圧力が79.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.4。
17	72.2	63.3	76.9	67.1	81.1	67.5	78.6	21.5	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ17: 財政圧力が81.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.5。
18	72.8	64.2	77.7	68.5	82.6	69.0	80.7	19.8	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ18: 財政圧力が82.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。
19	66.3	59.7	72.6	66.7	79.9	65.5	76.1	23.3	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ19: 財政圧力が79.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.3。
20	67.3	60.7	75.1	69.1	81.2	67.0	80.7	21.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ20: 財政圧力が81.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.4。
21	65.9	47.3	71.0	67.2	78.6	64.5	76.4	24.3	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ21: 財政圧力が78.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は24.3。
22	67.2	48.2	71.6	68.0	79.7	65.2	77.5	23.4	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ22: 財政圧力が79.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は23.4。
23	69.1	51.1	74.2	72.4	80.9	67.9	81.0	21.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ23: SNS不安増幅が81.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.7。
24	70.6	54.7	75.4	73.7	82.3	68.9	81.8	20.5	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ24: 財政圧力が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は20.5。
25	71.5	56.3	77.7	74.9	82.8	70.0	83.6	19.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ25: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は19.8。
26	73.2	58.9	80.0	76.1	83.5	71.5	85.3	18.7	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ26: SNS不安増幅が85.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は18.7。
27	73.0	60.2	81.3	76.8	83.7	72.1	86.9	18.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ27: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は18.2。
28	73.3	61.3	82.9	77.7	85.2	72.9	88.5	16.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ28: SNS不安増幅が88.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.5。
29	73.5	63.9	79.0	78.4	84.8	73.5	88.5	16.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ29: SNS不安増幅が88.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.9。
30	75.1	64.4	80.7	79.0	86.8	74.2	90.2	14.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ30: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.7。
31	74.4	63.5	83.9	79.3	85.8	74.1	91.6	14.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ31: SNS不安増幅が91.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.7。
32	75.2	63.2	86.2	80.1	86.7	74.8	93.1	13.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ32: SNS不安増幅が93.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は13.7。
33	74.2	62.1	85.8	80.1	85.9	74.2	92.9	14.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ33: SNS不安増幅が92.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.3。
34	72.2	63.3	81.7	78.6	83.6	72.8	89.7	15.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ34: SNS不安増幅が89.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は15.9。
35	73.5	63.7	81.1	78.6	84.1	73.7	92.1	14.6	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ35: SNS不安増幅が92.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は14.6。
36	74.0	64.3	79.6	78.3	83.4	74.3	90.5	15.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ36: SNS不安増幅が90.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は15.4。
37	72.6	62.9	76.8	76.7	82.0	72.9	87.7	17.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ37: SNS不安増幅が87.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.0。
38	74.7	64.8	78.8	78.0	84.3	74.4	89.2	15.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ38: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は15.2。
39	75.1	65.2	82.4	78.3	85.3	75.7	90.5	14.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ39: SNS不安増幅が90.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は14.3。
40	75.5	64.2	81.7	78.0	85.9	75.6	90.7	14.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ40: SNS不安増幅が90.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.0。
41	73.6	62.3	77.2	75.6	83.1	73.1	84.8	19.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ41: SNS不安増幅が84.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は19.1。
42	74.6	63.4	81.4	76.8	85.1	75.1	86.8	17.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ42: SNS不安増幅が86.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は17.1。
43	75.0	64.2	82.6	80.5	85.4	78.4	88.5	16.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ43: SNS不安増幅が88.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は16.1。
44	74.8	63.6	82.7	80.7	86.6	78.3	89.2	15.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ44: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。
45	76.1	64.6	83.7	81.8	87.4	79.5	92.0	13.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ45: SNS不安増幅が92.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は13.6。
46	80.1	68.6	84.4	85.4	88.4	84.0	92.9	12.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、中国(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ46: SNS不安増幅が92.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、中国(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は12.3。
47	78.6	67.4	84.3	84.1	89.1	83.1	92.8	11.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、中国(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ47: SNS不安増幅が92.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、中国(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は11.7。
48	77.7	66.3	83.1	83.3	88.1	81.9	92.2	12.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ48: SNS不安増幅が92.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は12.5。
49	75.0	63.7	78.0	80.2	85.2	78.2	88.3	16.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ49: SNS不安増幅が88.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。
50	76.0	64.9	83.2	81.8	86.8	79.4	90.3	15.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ50: SNS不安増幅が90.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.5。
51	76.1	65.1	83.5	81.8	87.1	79.5	90.4	15.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ51: SNS不安増幅が90.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.0。
52	75.5	63.9	86.0	81.5	86.9	79.0	90.8	14.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ52: SNS不安増幅が90.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は14.9。
53	75.1	64.3	86.1	80.6	87.7	78.9	91.8	13.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ53: SNS不安増幅が91.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は13.9。
54	75.3	71.5	82.1	80.3	89.1	78.8	91.1	13.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が91.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は13.1。
55	73.3	69.0	78.4	78.8	87.0	76.6	88.8	15.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ55: SNS不安増幅が88.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。
56	74.6	69.1	79.8	79.8	88.8	77.4	89.7	14.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ56: SNS不安増幅が89.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は14.3。
57	73.6	67.2	76.5	78.5	87.1	75.3	86.5	18.8	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ57: 財政圧力が87.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.8。
58	74.1	67.5	76.6	78.5	87.4	75.8	87.3	17.9	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ58: 財政圧力が87.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.9。
59	73.0	65.1	73.2	77.3	84.8	74.0	83.3	21.9	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ59: 財政圧力が84.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.9。
60	73.8	64.4	72.5	76.7	84.6	73.8	82.9	21.7	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ60: 財政圧力が84.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.7。
61	73.9	63.4	73.5	76.0	84.5	73.6	82.5	22.0	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ61: 財政圧力が84.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.0。
62	74.8	63.9	75.3	76.4	85.0	74.7	83.8	20.9	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ62: 財政圧力が85.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.9。
63	76.4	65.5	74.5	78.4	85.5	75.8	84.6	19.9	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ63: 財政圧力が85.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.9。
64	76.4	65.4	75.6	78.6	86.4	76.0	85.4	18.8	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ64: 財政圧力が86.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.8。
65	75.3	63.6	74.7	78.2	85.5	75.2	84.0	19.5	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)	ステップ65: 財政圧力が85.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)。日本の緩衝政策余力は19.5。
66	76.2	64.7	75.1	78.8	86.3	75.8	84.3	19.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ66: 財政圧力が86.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.4。
67	75.5	63.4	74.9	78.6	86.2	75.7	84.4	19.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ67: 財政圧力が86.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.4。
68	76.3	63.2	73.7	78.5	85.5	75.7	83.9	19.5	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ68: 財政圧力が85.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.5。
69	76.1	63.9	74.4	78.5	85.0	75.6	83.9	19.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ69: 財政圧力が85.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.4。
70	75.3	63.4	74.4	78.6	84.8	75.9	83.9	19.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ70: 財政圧力が84.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は19.4。
71	75.1	63.9	73.0	78.1	83.6	75.2	83.4	20.0	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ71: 財政圧力が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は20.0。
72	73.6	61.4	71.1	76.7	81.4	73.0	81.1	21.5	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ72: 財政圧力が81.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.5。
73	72.9	60.4	70.9	75.7	81.2	72.1	80.3	21.7	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ73: 財政圧力が81.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は21.7。
74	73.3	61.4	70.9	76.0	83.1	72.8	81.2	20.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ74: 財政圧力が83.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は20.4。
75	74.5	61.7	72.0	76.5	84.0	73.5	82.0	19.3	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ75: 財政圧力が84.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.3。
76	74.8	62.1	72.2	76.6	85.4	73.5	82.2	18.5	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ76: 財政圧力が85.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.5。
77	76.0	62.5	73.4	77.6	85.5	74.4	83.0	18.1	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ77: 財政圧力が85.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.1。
78	76.0	62.8	74.3	78.6	85.3	74.9	83.8	17.8	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ78: 財政圧力が85.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.8。
79	76.6	62.5	74.2	79.4	85.2	75.6	84.0	18.1	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ79: 財政圧力が85.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.1。
80	78.0	69.1	75.9	80.2	86.5	78.0	85.8	16.6	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ80: 財政圧力が86.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.6。
81	77.7	67.7	75.1	78.6	84.9	76.4	84.7	18.1	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ81: 財政圧力が84.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.1。
