step	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	dominant_world_pressure	high_risk_countries	world_context_for_agents
13	69.1	64.4	78.5	71.8	75.1	72.3	82.4	28.0	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ13: SNS不安増幅が82.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は28.0。
14	66.9	61.4	74.2	63.9	73.1	64.3	78.5	31.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ14: SNS不安増幅が78.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は31.1。
15	68.3	60.7	73.7	64.2	73.9	63.8	75.1	30.2	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ15: SNS不安増幅が75.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は30.2。
16	69.8	61.3	74.8	65.4	78.4	65.8	76.4	26.6	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ16: 財政圧力が78.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は26.6。
17	71.4	61.8	77.5	67.0	79.9	67.7	80.5	24.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ17: SNS不安増幅が80.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は24.8。
18	72.8	62.3	78.0	68.2	81.2	69.1	82.6	23.6	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ18: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は23.6。
19	67.3	58.4	72.7	66.1	78.4	65.7	78.0	27.3	財政圧力	ウクライナ(限定戦争)、イスラエル(間接衝突)	ステップ19: 財政圧力が78.4。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は27.3。
20	68.3	58.5	75.0	67.7	79.3	67.0	81.7	25.6	SNS不安増幅	ウクライナ(限定戦争)、イスラエル(間接衝突)	ステップ20: SNS不安増幅が81.7。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は25.6。
21	66.6	47.3	71.5	66.9	77.4	64.9	78.3	29.2	SNS不安増幅	ウクライナ(限定戦争)	ステップ21: SNS不安増幅が78.3。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は29.2。
22	68.0	49.6	72.0	67.4	78.1	65.6	78.9	28.0	SNS不安増幅	ウクライナ(限定戦争)	ステップ22: SNS不安増幅が78.9。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は28.0。
23	70.2	52.0	74.1	72.0	79.7	67.7	82.2	25.9	SNS不安増幅	ウクライナ(限定戦争)	ステップ23: SNS不安増幅が82.2。高リスク国: ウクライナ(限定戦争)。日本の緩衝政策余力は25.9。
24	72.4	54.9	76.3	72.7	79.8	69.1	83.7	24.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ24: SNS不安増幅が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.4。
25	72.1	55.7	79.0	73.5	79.9	69.7	86.1	23.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ25: SNS不安増幅が86.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.0。
26	73.2	57.7	81.3	74.6	81.3	71.7	87.2	21.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ26: SNS不安増幅が87.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.6。
27	73.2	58.2	80.8	75.6	82.1	72.0	88.5	21.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ27: SNS不安増幅が88.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.0。
28	74.2	59.7	82.6	76.7	84.1	73.4	89.7	19.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ28: SNS不安増幅が89.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.3。
29	74.5	61.4	81.0	77.8	84.5	73.8	89.5	18.9	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が89.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.9。
30	75.5	63.2	82.7	78.9	86.5	75.3	91.4	16.8	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が91.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。
31	75.7	63.5	84.7	79.3	86.8	75.4	92.2	16.0	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ31: SNS不安増幅が92.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.0。
32	75.8	62.9	85.9	79.7	85.9	75.1	92.4	16.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ32: SNS不安増幅が92.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.1。
33	74.9	61.8	85.0	79.6	84.7	73.7	92.4	16.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ33: SNS不安増幅が92.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。
34	72.2	62.4	80.7	78.2	82.6	72.2	89.8	18.7	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ34: SNS不安増幅が89.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は18.7。
35	74.0	64.0	81.9	79.5	83.5	73.6	91.8	17.5	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ35: SNS不安増幅が91.8。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は17.5。
36	74.1	62.2	79.0	79.2	83.7	73.7	90.7	17.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)	ステップ36: SNS不安増幅が90.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)。日本の緩衝政策余力は17.8。
37	72.6	61.1	76.5	78.0	82.5	72.5	88.6	19.0	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)	ステップ37: SNS不安増幅が88.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)。日本の緩衝政策余力は19.0。
38	74.7	62.2	77.0	78.7	84.8	74.1	89.6	17.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ38: SNS不安増幅が89.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.3。
39	74.4	62.1	81.0	78.8	85.1	74.3	90.9	16.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ39: SNS不安増幅が90.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.9。
40	74.7	60.9	81.1	78.9	85.0	74.4	90.6	17.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ40: SNS不安増幅が90.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.1。
41	73.1	58.9	77.0	77.0	82.6	71.8	84.1	22.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ41: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.4。
42	73.7	60.8	81.3	77.5	84.8	73.5	86.3	20.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.3。
43	74.9	61.4	82.2	81.3	85.4	76.6	87.7	18.9	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ43: SNS不安増幅が87.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.9。
44	75.5	61.9	82.5	81.9	86.4	77.5	89.1	18.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ44: SNS不安増幅が89.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.1。
45	76.6	63.7	84.7	83.6	87.7	79.1	92.1	16.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ45: SNS不安増幅が92.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。
46	80.9	66.1	83.5	86.9	87.9	83.7	92.0	15.2	SNS不安増幅	ウクライナ(限定戦争)、台湾(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ46: SNS不安増幅が92.0。高リスク国: ウクライナ(限定戦争)、台湾(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。
47	77.8	65.0	81.0	84.1	86.4	80.7	89.9	16.6	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ47: SNS不安増幅が89.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.6。
48	78.8	65.4	80.1	83.6	85.3	80.4	89.9	17.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ48: SNS不安増幅が89.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.1。
49	76.7	62.9	75.4	81.3	82.3	77.5	86.2	21.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ49: SNS不安増幅が86.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.3。
50	77.5	64.5	80.7	83.1	83.2	78.3	88.7	19.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ50: SNS不安増幅が88.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.7。
51	76.8	64.8	81.1	82.9	84.2	77.6	89.4	19.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ51: SNS不安増幅が89.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.3。
52	76.2	63.7	82.2	82.1	84.1	76.5	89.2	19.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ52: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.1。
53	75.4	63.9	82.0	82.4	84.5	76.9	90.3	17.7	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ53: SNS不安増幅が90.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.7。
54	75.5	71.8	79.2	83.2	86.3	77.4	90.3	16.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が90.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.1。
55	74.5	69.1	76.4	81.5	84.6	75.4	87.4	18.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ55: SNS不安増幅が87.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.4。
56	76.2	69.5	78.2	82.7	87.0	76.9	88.2	16.8	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ56: SNS不安増幅が88.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.8。
57	73.8	66.5	74.1	81.0	84.4	74.6	84.9	21.4	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ57: SNS不安増幅が84.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.4。
58	74.8	67.8	74.1	81.3	84.7	75.5	85.7	20.3	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ58: SNS不安増幅が85.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.3。
59	73.5	64.9	71.5	79.4	83.0	73.3	82.5	23.0	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ59: 財政圧力が83.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.0。
60	74.6	64.0	71.2	79.6	82.8	73.4	82.4	23.1	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ60: 財政圧力が82.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.1。
61	73.9	63.3	72.6	78.8	81.4	72.7	82.1	23.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ61: SNS不安増幅が82.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.6。
62	75.0	63.8	74.1	79.0	82.1	74.1	82.9	22.6	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ62: SNS不安増幅が82.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.6。
63	75.7	64.1	74.9	79.9	81.9	74.8	83.5	22.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ63: SNS不安増幅が83.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.3。
64	75.7	63.9	75.5	79.2	83.5	75.1	84.4	20.9	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ64: SNS不安増幅が84.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.9。
65	74.3	61.8	72.7	77.4	81.5	73.1	82.5	22.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ65: SNS不安増幅が82.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.4。
66	75.1	62.2	71.8	76.5	80.9	73.2	81.8	22.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ66: SNS不安増幅が81.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。
67	75.4	61.4	71.5	76.2	81.4	73.3	82.0	22.1	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ67: SNS不安増幅が82.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.1。
68	75.1	60.4	70.2	76.0	80.8	73.0	82.1	22.5	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ68: SNS不安増幅が82.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.5。
69	75.5	60.8	70.4	76.2	81.2	73.3	82.6	22.1	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ69: SNS不安増幅が82.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.1。
70	74.9	60.9	70.3	75.4	80.9	73.3	82.0	22.5	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ70: SNS不安増幅が82.0。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は22.5。
71	76.0	61.9	70.4	75.7	81.2	74.1	82.2	22.2	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ71: SNS不安増幅が82.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。
72	74.6	59.7	67.5	73.6	79.0	72.2	79.9	24.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ72: SNS不安増幅が79.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.4。
73	74.5	59.6	67.5	73.1	79.0	71.7	79.5	24.3	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ73: SNS不安増幅が79.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は24.3。
74	74.2	60.0	67.1	72.8	80.6	71.4	79.5	23.4	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ74: 財政圧力が80.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.4。
75	76.1	61.2	69.4	74.4	81.9	72.6	81.4	21.7	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ75: 財政圧力が81.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.7。
76	75.1	60.7	69.6	73.4	83.0	71.9	81.7	21.1	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ76: 財政圧力が83.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は21.1。
77	75.2	61.1	69.5	74.2	82.9	72.5	81.7	20.8	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ77: 財政圧力が82.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.8。
78	75.5	61.7	70.8	75.0	83.6	72.9	83.1	20.0	財政圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ78: 財政圧力が83.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.0。
79	76.3	62.3	72.2	76.3	83.7	74.2	83.8	19.4	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ79: SNS不安増幅が83.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.4。
80	76.7	69.3	73.5	76.1	84.9	76.2	84.5	17.9	財政圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ80: 財政圧力が84.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.9。
